Country_Name,Country_Code,Year,Month,Product_Code,Product_Name,Product_Category,Region,Export_Value_USD,Export_Units
China,CHN,2023,12,P009,Processed Foods,Food,Asia,4842515,1644.0
Australia,AUS,2022,1,P005,Agricultural Goods,Agriculture,oceania,3884976,1638.0
Brazil,BRA,2020,1,P005,Agricultural Goods,Agriculture,South America,1975818,662.0
Germany,DEU,2022,4,P009,Processed Foods,Food,europe,3785926,1656.0
United Kingdom,GBR,2019,1,P009,Processed Foods,Food,Europe,1608402,465.0
Australia,AUS,2020,12,P010,Computer Hardware,Electronics,Oceania,1123176,652.0
Japan,JPN,2022,5,P001,crude oil,Fuel,Asia,4169087,658.0
India,IND,2021,10,P003,Textile Materials,Textiles,Asia,-73394,1634.0
Germany,DEU,2023,2,P003,Textile Materials,Textiles,Europe,3737424,376.0
,GBR,2021,4,P006,Pharmaceutical Products,Healthcare,Europe,4686513,1136.0
Canada,CAN,2023,10,P004,Industrial Machinery,Machinery,North America,1545370,131.0
INDIA,IND,2021,9,P009,Processed Foods,Food,Asia,3767583,962.0
China,CHN,2023,1,P009,Processed Foods,Food,Asia,4759095,1822.0
Australia,AUS,2019,12,P007,Automobiles,Automobile,oceania,789786,98.0
United States,USA,2020,5,P010,computer hardware,Electronics,North America,2919471,844.0
France,FRA,2023,1,P002,Electronic Components,Electronics,Europe,108924,1016.0
Japan,JPN,2019,8,P007,Automobiles,Automobile,Asia,811336,907.0
China,CHN,2021,1,P005,Agricultural Goods,Agriculture,asia,4143297,127.0
Brazil,BRA,2021,4,P004,Industrial Machinery,Machinery,South America,2961596,1359.0
France,FRA,2023,8,P001,Crude Oil,Fuel,europe,4907921,1050.0
United Kingdom,GBR,2020,11,P006,Pharmaceutical Products,Healthcare,europe,4998505,1059.0
Brazil,BRA,2020,10,P010,Computer Hardware,Electronics,South America,4255182,796.0
Japan,JPN,2021,3,P005,Agricultural Goods,Agriculture,Asia,2281351,1847.0
France,FRA,2021,3,P002,Electronic Components,Electronics,Europe,4018255,452.0
India,IND,2023,7,P010,Computer Hardware,Electronics,Asia,4449583,1281.0
,GBR,2020,10,P007,Automobiles,Automobile,Europe,1941077,324.0
France,FRA,2023,3,P003,Textile Materials,Textiles,Europe,3243168,1091.0
United Kingdom,GBR,2020,8,P001,Crude Oil,Fuel,europe,1444059,178.0
Canada,CAN,2019,1,P008,Steel Materials,Metals,North America,4940219,1766.0
Australia,AUS,2020,7,P010,Computer Hardware,Electronics,Oceania,4983425,825.0
Germany,DEU,2022,6,P009,Processed Foods,Food,europe,2394340,1047.0
Australia,AUS,2020,3,P005,Agricultural Goods,Agriculture,Oceania,1067878,372.0
United States,USA,2022,8,P008,Steel Materials,Metals,North America,1267512,1245.0
China,CHN,2019,10,P009,Processed Foods,Food,Asia,731993,1129.0
India,IND,2019,4,P005,Agricultural Goods,Agriculture,Asia,3268190,1292.0
China,CHN,2023,5,P010,Computer Hardware,Electronics,Asia,906951,1533.0
India,IND,2023,9,P004,Industrial Machinery,Machinery,Asia,3021495,1202.0
Australia,AUS,2019,2,P009,processed foods,Food,Oceania,3545330,839.0
Japan,JPN,2022,6,P009,Processed Foods,Food,Asia,-135614,1478.0
France,FRA,2022,3,P002,Electronic Components,Electronics,Europe,1635051,1451.0
India,IND,2023,9,P001,Crude Oil,Fuel,Asia,488417,1820.0
Japan,JPN,2021,5,P010,Computer Hardware,Electronics,Asia,3997173,917.0
Australia,AUS,2020,6,P008,Steel Materials,Metals,Oceania,4190018,1186.0
United States,USA,2022,12,P004,Industrial Machinery,Machinery,North America,857235,372.0
India,IND,2022,11,P003,Textile Materials,Textiles,Asia,-455619,1116.0
United Kingdom,GBR,2023,1,P002,Electronic Components,Electronics,Europe,2723960,1956.0
China,CHN,2022,1,P008,Steel Materials,Metals,Asia,1192042,1791.0
India,IND,2020,11,P006,Pharmaceutical Products,Healthcare,Asia,-497591,897.0
Australia,AUS,2019,2,P001,Crude Oil,Fuel,Oceania,4110317,632.0
Japan,JPN,2019,5,P010,Computer Hardware,Electronics,Asia,968298,1070.0
Brazil,BRA,2023,5,P009,Processed Foods,Food,South America,3214212,822.0
France,FRA,2022,2,P001,Crude Oil,Fuel,Europe,1662748,188.0
United Kingdom,GBR,2023,1,P009,Processed Foods,Food,Europe,1709137,558.0
Canada,CAN,2021,4,P006,Pharmaceutical Products,Healthcare,North America,4312650,1974.0
Germany,DEU,2020,4,P005,Agricultural Goods,Agriculture,Europe,1200929,646.0
Canada,CAN,2019,9,P010,Computer Hardware,Electronics,North America,-145472,1786.0
Brazil,BRA,2020,9,P008,Steel Materials,Metals,South America,1851046,496.0
,IND,2021,7,P009,Processed Foods,Food,Asia,966331,524.0
France,FRA,2021,6,P002,Electronic Components,Electronics,Europe,4640355,1815.0
China,CHN,2022,4,P008,Steel Materials,Metals,Asia,3015606,1485.0
Germany,DEU,2021,4,P002,,Electronics,Europe,4158529,935.0
Japan,JPN,2020,11,P008,Steel Materials,Metals,Asia,3836968,1143.0
China,CHN,2020,5,P001,Crude Oil,Fuel,Asia,3497502,455.0
Brazil,BRA,2019,7,P006,Pharmaceutical Products,Healthcare,South America,517013,1744.0
United Kingdom,GBR,2022,12,P009,Processed Foods,Food,Europe,3249121,1512.0
United Kingdom,GBR,2023,10,P007,Automobiles,Automobile,Europe,2895479,1317.0
France,FRA,2021,8,P007,automobiles,Automobile,Europe,2546447,1581.0
United States,USA,2020,7,P004,Industrial Machinery,Machinery,North America,364104,1366.0
United States,USA,2021,10,P002,Electronic Components,Electronics,North America,802535,222.0
China,CHN,2019,11,P001,Crude Oil,Fuel,Asia,2493401,1812.0
China,CHN,2020,10,P009,Processed Foods,Food,Asia,4512899,985.0
United States,USA,2021,6,P008,Steel Materials,Metals,north america,2957816,1968.0
Canada,CAN,2019,12,P009,Processed Foods,Food,North America,3626621,1989.0
Australia,AUS,2020,7,P006,Pharmaceutical Products,Healthcare,Oceania,4202270,945.0
United States,USA,2020,9,P007,Automobiles,Automobile,North America,4644030,1703.0
,CHN,2021,2,P003,Textile Materials,Textiles,Asia,4842643,982.0
Australia,AUS,2020,2,P001,Crude Oil,Fuel,Oceania,1866548,1181.0
United Kingdom,GBR,2021,8,P007,Automobiles,Automobile,Europe,2615504,1570.0
United States,USA,2022,3,P009,Processed Foods,Food,North America,1112225,1884.0
Canada,CAN,2019,4,P004,Industrial Machinery,Machinery,North America,3365761,1288.0
United Kingdom,GBR,2019,12,P003,Textile Materials,Textiles,Europe,4110210,1892.0
Germany,DEU,2020,11,P002,,Electronics,Europe,3142011,
India,IND,2022,12,P010,Computer Hardware,Electronics,Asia,4501391,367.0
India,IND,2021,11,P001,Crude Oil,Fuel,Asia,791161,1692.0
Canada,CAN,2019,12,P004,Industrial Machinery,Machinery,north america,2668955,752.0
Canada,CAN,2023,3,P004,Industrial Machinery,Machinery,North America,4060219,762.0
United States,USA,2020,8,P009,Processed Foods,Food,North America,1980282,1728.0
India,IND,2021,10,P010,Computer Hardware,Electronics,Asia,1503086,1729.0
Australia,AUS,2023,5,P003,Textile Materials,Textiles,Oceania,2206165,889.0
India,IND,2019,8,P004,Industrial Machinery,Machinery,Asia,1107396,1654.0
BRAZIL,BRA,2021,4,P001,Crude Oil,Fuel,South America,4583107,1634.0
Canada,CAN,2021,9,P001,Crude Oil,Fuel,north america,2989268,1733.0
Brazil,BRA,2020,9,P002,Electronic Components,Electronics,South America,314695,368.0
China,CHN,2023,7,P009,Processed Foods,Food,Asia,385117,1619.0
Australia,AUS,2023,6,P007,Automobiles,Automobile,Oceania,826880,1143.0
Japan,JPN,2021,10,P007,Automobiles,Automobile,Asia,1519327,705.0
Japan,JPN,2019,5,P001,Crude Oil,Fuel,Asia,4497620,1603.0
India,IND,2023,9,P005,Agricultural Goods,Agriculture,Asia,4166776,1681.0
Germany,DEU,2021,5,P004,Industrial Machinery,Machinery,Europe,270956,1218.0
Canada,CAN,2019,10,P010,Computer Hardware,Electronics,North America,4887622,1188.0
United Kingdom,GBR,2022,2,P007,Automobiles,Automobile,Europe,1401845,1098.0
France,FRA,2021,9,P003,Textile Materials,Textiles,Europe,1352180,169.0
United States,USA,2022,5,P004,Industrial Machinery,Machinery,North America,2807816,678.0
Japan,JPN,2022,12,P009,Processed Foods,Food,Asia,593666,1218.0
Australia,AUS,2020,2,P004,Industrial Machinery,Machinery,Oceania,1733526,1640.0
United Kingdom,GBR,2021,6,P004,Industrial Machinery,Machinery,Europe,4481802,1393.0
France,FRA,2022,1,P003,Textile Materials,Textiles,Europe,1458652,458.0
France,FRA,2021,1,P003,Textile Materials,Textiles,Europe,2379568,865.0
Australia,AUS,2021,9,P009,Processed Foods,Food,Oceania,3551918,1466.0
BRAZIL,BRA,2019,5,P003,textile materials,Textiles,South America,1183560,1666.0
United Kingdom,GBR,2019,5,P002,Electronic Components,Electronics,Europe,4947655,381.0
France,FRA,2019,3,P009,processed foods,Food,Europe,1168286,1075.0
Canada,CAN,2020,1,P007,Automobiles,Automobile,North America,2409000,1451.0
India,IND,2022,1,P005,Agricultural Goods,Agriculture,Asia,4155168,1993.0
Australia,AUS,2020,7,P010,Computer Hardware,Electronics,Oceania,1516292,779.0
China,CHN,2023,11,P010,Computer Hardware,Electronics,Asia,1197101,391.0
,CHN,2020,6,P010,Computer Hardware,Electronics,Asia,68865,776.0
,JPN,2021,8,P007,Automobiles,Automobile,Asia,4842263,1961.0
France,FRA,2023,10,P005,Agricultural Goods,Agriculture,europe,4636864,1532.0
France,FRA,2021,3,P008,,Metals,Europe,2750252,1056.0
BRAZIL,BRA,2020,12,P007,Automobiles,Automobile,South America,1201491,708.0
United Kingdom,GBR,2020,7,P008,Steel Materials,Metals,Europe,2896268,1855.0
France,FRA,2023,9,P010,Computer Hardware,Electronics,Europe,4880401,1190.0
Australia,AUS,2022,12,P009,processed foods,Food,Oceania,-170734,1192.0
Brazil,BRA,2022,3,P005,Agricultural Goods,Agriculture,South America,3043869,110.0
Australia,AUS,2020,10,P002,Electronic Components,Electronics,Oceania,4083595,327.0
Germany,DEU,2019,5,P008,Steel Materials,Metals,Europe,2218536,1838.0
AUSTRALIA,AUS,2023,10,P007,Automobiles,Automobile,Oceania,841335,825.0
China,CHN,2020,12,P003,Textile Materials,Textiles,Asia,-69577,909.0
China,CHN,2019,10,P004,Industrial Machinery,Machinery,Asia,1623248,75.0
Germany,DEU,2022,8,P010,Computer Hardware,Electronics,europe,2940599,556.0
GERMANY,DEU,2020,3,P001,Crude Oil,Fuel,Europe,-38091,1387.0
United States,USA,2019,7,P001,Crude Oil,Fuel,North America,995255,380.0
Canada,CAN,2021,1,P010,Computer Hardware,Electronics,North America,281199,1623.0
United States,USA,2022,3,P005,Agricultural Goods,Agriculture,North America,523605,1472.0
France,FRA,2019,8,P009,Processed Foods,Food,Europe,4573245,1962.0
China,CHN,2023,8,P010,Computer Hardware,Electronics,Asia,3859608,1543.0
India,IND,2019,8,P002,Electronic Components,Electronics,Asia,4746744,1491.0
United Kingdom,GBR,2020,1,P009,Processed Foods,Food,europe,4873895,462.0
United States,USA,2021,7,P006,Pharmaceutical Products,Healthcare,North America,4272459,281.0
Canada,CAN,2020,8,P001,Crude Oil,Fuel,North America,803474,1334.0
India,IND,2021,10,P009,Processed Foods,Food,Asia,2146629,1656.0
China,CHN,2019,6,P005,Agricultural Goods,Agriculture,Asia,2647747,720.0
United Kingdom,GBR,2021,7,P001,Crude Oil,Fuel,Europe,228112,502.0
United Kingdom,GBR,2020,2,P001,Crude Oil,Fuel,Europe,3222646,1287.0
Australia,AUS,2021,3,P005,Agricultural Goods,Agriculture,oceania,324193,1579.0
,BRA,2023,2,P001,Crude Oil,Fuel,South America,2295837,736.0
Germany,DEU,2020,4,P006,Pharmaceutical Products,Healthcare,Europe,1903901,616.0
France,FRA,2023,2,P009,Processed Foods,Food,Europe,1232896,1161.0
CHINA,CHN,2021,10,P002,Electronic Components,Electronics,asia,2341547,1157.0
United States,USA,2022,3,P007,Automobiles,Automobile,North America,4500628,1875.0
Australia,AUS,2022,10,P002,Electronic Components,Electronics,Oceania,605578,240.0
Germany,DEU,2023,5,P003,Textile Materials,Textiles,Europe,2548834,1694.0
India,IND,2022,2,P002,Electronic Components,Electronics,Asia,2448099,1030.0
Japan,JPN,2021,9,P002,Electronic Components,Electronics,Asia,4947993,195.0
Canada,CAN,2019,6,P007,Automobiles,Automobile,North America,1246828,1716.0
United States,USA,2022,2,P010,Computer Hardware,Electronics,North America,4467424,1270.0
France,FRA,2023,7,P002,Electronic Components,Electronics,Europe,2246499,490.0
India,IND,2020,8,P003,Textile Materials,Textiles,Asia,3956496,646.0
Brazil,BRA,2021,2,P007,Automobiles,Automobile,South America,4388268,66.0
India,IND,2021,2,P009,Processed Foods,Food,Asia,1867342,182.0
Japan,JPN,2023,4,P007,Automobiles,Automobile,Asia,954669,1541.0
China,CHN,2019,2,P003,Textile Materials,Textiles,Asia,4939083,448.0
Japan,JPN,2023,7,P008,Steel Materials,Metals,Asia,4728187,418.0
France,FRA,2023,8,P001,Crude Oil,Fuel,Europe,1486002,1508.0
United Kingdom,GBR,2023,8,P002,Electronic Components,Electronics,Europe,171618,340.0
United States,USA,2023,5,P009,Processed Foods,Food,north america,4642544,158.0
United Kingdom,GBR,2021,5,P007,Automobiles,Automobile,Europe,1926056,201.0
Canada,CAN,2020,10,P010,Computer Hardware,Electronics,North America,-66982,1394.0
BRAZIL,BRA,2020,10,P005,Agricultural Goods,Agriculture,South America,1856963,613.0
Canada,CAN,2020,5,P006,Pharmaceutical Products,Healthcare,North America,1481354,484.0
China,CHN,2022,7,P008,Steel Materials,Metals,Asia,1496047,1403.0
Brazil,BRA,2019,3,P002,Electronic Components,Electronics,South America,3392439,866.0
JAPAN,JPN,2021,3,P008,Steel Materials,Metals,Asia,3949671,1832.0
India,IND,2023,11,P002,Electronic Components,Electronics,Asia,2468125,1779.0
Brazil,BRA,2022,8,P010,,Electronics,South America,1528339,779.0
India,IND,2019,7,P002,Electronic Components,Electronics,Asia,319556,1784.0
France,FRA,2019,10,P002,Electronic Components,Electronics,Europe,1318857,315.0
France,FRA,2019,12,P003,Textile Materials,Textiles,Europe,1045710,568.0
Japan,JPN,2021,3,P006,Pharmaceutical Products,Healthcare,Asia,120732,186.0
Canada,CAN,2022,4,P002,Electronic Components,Electronics,North America,4619583,669.0
United States,USA,2021,2,P008,Steel Materials,Metals,North America,-207566,1531.0
India,IND,2022,5,P001,Crude Oil,Fuel,Asia,771775,1483.0
Japan,JPN,2019,9,P007,Automobiles,Automobile,Asia,1394540,56.0
United Kingdom,GBR,2021,7,P006,Pharmaceutical Products,Healthcare,Europe,-36994,1086.0
Brazil,BRA,2020,9,P004,Industrial Machinery,Machinery,South America,-170067,733.0
Canada,CAN,2020,1,P004,Industrial Machinery,Machinery,north america,1119779,
Canada,CAN,2019,6,P001,Crude Oil,Fuel,North America,-29782,1040.0
Australia,AUS,2023,4,P003,Textile Materials,Textiles,oceania,104260,743.0
China,CHN,2020,11,P001,Crude Oil,Fuel,Asia,-80922,1902.0
United States,USA,2022,10,P002,Electronic Components,Electronics,North America,4664266,205.0
United Kingdom,GBR,2023,9,P002,Electronic Components,Electronics,Europe,652002,971.0
Japan,JPN,2021,9,P003,Textile Materials,Textiles,asia,884171,597.0
China,CHN,2022,2,P001,Crude Oil,Fuel,Asia,-446736,530.0
Canada,CAN,2020,3,P003,Textile Materials,Textiles,North America,4867247,604.0
CANADA,CAN,2019,11,P010,Computer Hardware,Electronics,North America,2026646,762.0
United Kingdom,GBR,2023,4,P009,Processed Foods,Food,Europe,3394126,
Canada,CAN,2020,3,P008,Steel Materials,Metals,North America,-138321,160.0
India,IND,2019,9,P002,Electronic Components,Electronics,Asia,975452,1710.0
United Kingdom,GBR,2020,12,P007,Automobiles,Automobile,Europe,2232043,1988.0
Germany,DEU,2022,10,P002,Electronic Components,Electronics,Europe,3563506,161.0
Germany,DEU,2021,4,P006,Pharmaceutical Products,Healthcare,europe,2317660,180.0
China,CHN,2020,5,P006,Pharmaceutical Products,Healthcare,Asia,4563665,1292.0
Germany,DEU,2022,8,P010,Computer Hardware,Electronics,Europe,1841855,79.0
France,FRA,2023,1,P003,Textile Materials,Textiles,Europe,3004524,1737.0
United States,USA,2022,4,P008,Steel Materials,Metals,North America,197022,429.0
United States,USA,2022,11,P001,crude oil,Fuel,North America,2057154,381.0
Japan,JPN,2021,11,P003,Textile Materials,Textiles,Asia,3394795,1954.0
Japan,JPN,2023,9,P005,Agricultural Goods,Agriculture,Asia,4325373,1937.0
United Kingdom,GBR,2019,7,P001,Crude Oil,Fuel,Europe,2566798,1340.0
Germany,DEU,2021,4,P003,Textile Materials,Textiles,Europe,4026776,282.0
Germany,DEU,2021,5,P006,Pharmaceutical Products,Healthcare,europe,3724217,1443.0
United States,USA,2023,11,P008,Steel Materials,Metals,North America,3969915,1892.0
United States,USA,2022,2,P004,Industrial Machinery,Machinery,North America,172518,
Canada,CAN,2020,9,P003,Textile Materials,Textiles,North America,4761974,96.0
India,IND,2020,2,P005,Agricultural Goods,Agriculture,Asia,-315144,313.0
United Kingdom,GBR,2023,11,P008,Steel Materials,Metals,Europe,3947356,1774.0
Germany,DEU,2021,5,P008,Steel Materials,Metals,Europe,-103060,353.0
China,CHN,2020,3,P003,Textile Materials,Textiles,Asia,1495694,210.0
India,IND,2021,3,P006,pharmaceutical products,Healthcare,Asia,2628237,1901.0
Canada,CAN,2020,1,P006,Pharmaceutical Products,Healthcare,North America,4081401,1089.0
France,FRA,2023,12,P003,Textile Materials,Textiles,Europe,3208650,1253.0
JAPAN,JPN,2020,8,P010,Computer Hardware,Electronics,Asia,2498034,239.0
Brazil,BRA,2019,2,P004,Industrial Machinery,Machinery,South America,4016529,1789.0
,FRA,2023,1,P010,Computer Hardware,Electronics,Europe,2528831,1977.0
Brazil,BRA,2023,2,P008,Steel Materials,Metals,South America,1309382,1540.0
Japan,JPN,2020,10,P007,Automobiles,Automobile,Asia,4515848,966.0
France,FRA,2019,1,P007,Automobiles,Automobile,Europe,2934804,1358.0
China,CHN,2021,9,P007,,Automobile,Asia,3615330,136.0
India,IND,2021,5,P003,Textile Materials,Textiles,Asia,4873366,1758.0
Germany,DEU,2019,5,P001,Crude Oil,Fuel,Europe,3636005,186.0
United States,USA,2023,12,P006,Pharmaceutical Products,Healthcare,north america,4325661,85.0
CHINA,CHN,2021,6,P001,Crude Oil,Fuel,Asia,3019138,1353.0
China,CHN,2023,3,P002,Electronic Components,Electronics,Asia,4060989,710.0
United States,USA,2023,6,P009,Processed Foods,Food,North America,705589,1634.0
United States,USA,2020,9,P004,Industrial Machinery,Machinery,North America,1354834,1458.0
Australia,AUS,2022,8,P002,Electronic Components,Electronics,Oceania,140892,1875.0
France,FRA,2021,3,P009,Processed Foods,Food,Europe,2055876,
China,CHN,2022,12,P002,electronic components,Electronics,Asia,437193,264.0
AUSTRALIA,AUS,2019,8,P010,computer hardware,Electronics,Oceania,497591,1910.0
FRANCE,FRA,2023,4,P004,Industrial Machinery,Machinery,Europe,1050062,1423.0
United Kingdom,GBR,2023,12,P003,textile materials,Textiles,Europe,4641851,661.0
Brazil,BRA,2023,1,P003,Textile Materials,Textiles,South America,327835,794.0
United States,USA,2021,7,P003,Textile Materials,Textiles,North America,3057540,975.0
Canada,CAN,2021,9,P006,Pharmaceutical Products,Healthcare,North America,-159351,218.0
Canada,CAN,2023,7,P004,Industrial Machinery,Machinery,north america,1937639,1801.0
China,CHN,2022,11,P001,Crude Oil,Fuel,Asia,382245,861.0
United States,USA,2019,6,P003,Textile Materials,Textiles,North America,1170057,420.0
Brazil,BRA,2023,5,P010,Computer Hardware,Electronics,South America,4900847,1981.0
China,CHN,2019,2,P008,steel materials,Metals,Asia,1602938,1052.0
Canada,CAN,2020,7,P001,Crude Oil,Fuel,North America,4571617,1441.0
,CAN,2020,5,P008,Steel Materials,Metals,North America,3676679,1054.0
Japan,JPN,2022,8,P002,Electronic Components,Electronics,asia,2138713,1796.0
China,CHN,2022,3,P008,Steel Materials,Metals,Asia,2121101,1515.0
France,FRA,2022,9,P008,Steel Materials,Metals,Europe,811231,925.0
,BRA,2019,1,P006,Pharmaceutical Products,Healthcare,South America,4453166,1381.0
United Kingdom,GBR,2019,7,P007,Automobiles,Automobile,Europe,2395269,781.0
UNITED STATES,USA,2019,6,P005,Agricultural Goods,Agriculture,North America,924211,90.0
India,IND,2023,1,P008,Steel Materials,Metals,Asia,2155114,823.0
Canada,CAN,2021,3,P009,Processed Foods,Food,North America,4657550,663.0
Australia,AUS,2021,5,P004,Industrial Machinery,Machinery,Oceania,-101279,658.0
